id,name,host_id,host_name,neighbourhood,lattitude,lognitute,neighbourhood_group,room_type,price,weekly_price,monthly_price,minimum_nights,amenities,country,state,review_rating_percentage,review_score_cleaniness,review_score_location
13064336,Cozy Private Bedroom - Williamsburg,1412548,Naomi,Williamsburg,-73.94224,40.70806,Williamsburg,Private room,60,1347,5390,3,"['TV', 'Wifi', 'Air conditioning', 'Heating', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Bed linens', 'Extra pillows and blankets']",United States,New York,100,10,10
1310308,Mosman Apartment,6750067,Mags,Mosman,151.23757,-33.83325,Mosman,Entire home/apt,139,1347,5390,2,"['TV', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Children’s books and toys', 'Hot water']",Australia,Sydney,89,9,10
12762350,Westin Kaanapali KORVS 2BR OCEAN VIEW,36133410,Patty And Beckett,Kaanapali,-156.69171,20.93689,Maui,Entire home/apt,799,1347,5390,7,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront']",United States,Maui,100,10,10
12790958,Cozy Room w/ Office | The Plateau Mont-Royal,69632663,Shane,Le Plateau,-73.57605,45.53617,Le Plateau-Mont-Royal,Private room,81,1347,5390,1,"['Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Beach essentials', 'Long term stays allowed', 'Cleaning before checkout']",Canada,Montreal,98,9,10
12810796,Paradise Mopeds and beds 2 (Shared),69846031,Steve,Ala Moana/Kakaako,-157.83768,21.29013,Ala Moana/Kakaako,Shared room,35,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Paid parking on premises']",United States,Oahu,85,8,9
12824656,Casanova Eixample 4 bedrooms apartment,69970452,Maria,L'Antiga Esquerra de l'Eixample,2.15128,41.39294,Eixample,Entire home/apt,420,1347,5390,3,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you', 'Paid parking on premises']",Spain,Barcelona,93,9,9
12886223,Westin Kaanapali KORVN Studio  v3,36133410,Patty And Beckett,Kaanapali,-156.69268,20.93999,Maui,Entire home/apt,324,1347,5390,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront']",United States,Maui,100,10,10
13001636,Olimpíadas no Rio !,71680254,Daniel,,-43.37173007,-22.88659803,Marechal Hermes,Entire home/apt,560,1347,5390,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer']",Brazil,Rio De Janeiro,93,9,9
1304552,IPANEMA - EXCELLENT LOCATION !!!,7089390,Marcela,Ipanema,-43.20997091,-22.98586668,Ipanema,Entire home/apt,168,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",Brazil,Rio De Janeiro,91,9,10
13059740,City Center Rooftop,60271425,Cátia & David,,-8.60757,41.14562,,Entire home/apt,75,1347,5390,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'First aid kit', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",Portugal,Porto,95,10,10
13083186,Cozy room at the Leme,72586802,Ianê,,-43.16871641,-22.96064966,Leme,Private room,179,1347,5390,2,"['TV', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Heating', 'Washer', 'Essentials']",Brazil,Rio De Janeiro,93,9,9
1310141,Enjoy the summer at sea! Full studio at the beach,7121880,Carmella,,-43.17466893,-22.93136156,Flamengo,Entire home/apt,198,1300,5390,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Elevator', 'Free street parking', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Host greets you']",Brazil,Rio De Janeiro,93,9,10
12887643,Large well-lit & quiet room in the Plateau,8579366,Yannick,Le Plateau,-73.58359,45.52143,Le Plateau-Mont-Royal,Private room,35,1347,5390,2,"['Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Firm mattress', 'Host greets you', 'Paid parking on premises']",Canada,Montreal,91,9,10
12906000,4BR-5BR Hawaiian Dreams Beach House,70726608,Geri & Ke'Alii,Ko'olauloa,-157.91711,21.6217,Windward Side,Entire home/apt,269,1347,5390,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Iron']",United States,Oahu,88,9,10
12906431,"Heart of Honolulu, 2BD gem! Free Garage Parking!",70732041,Tanja,,-157.84343,21.30852,Makiki/Lower Punchbowl/Tantalus,Entire home/apt,165,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Wide doorway', 'Wide clearance to bed', 'Host greets you', 'Hot water kettle']",United States,Oahu,99,10,10
12923454,Flatshare in heart of Soho,10992442,Delphine,Mid-Levels,114.14919,22.28174,Mid-Levels,Private room,2496,1347,5390,5,"['Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Hangers', 'Laptop friendly workspace']",Hong Kong,Hong Kong,93,9,9
12973335,Cosy rooms close to the metro and the River,5591356,Alexia & Denis,Verdun,-73.57051,45.45091,Verdun,Private room,50,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Bathtub', 'Game console', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Well-lit path to entrance', 'Host greets you', 'Waterfront']",Canada,Montreal,95,10,10
12997475,"3bd/2ba Valley House Near Kaimuki, Upstairs",26168204,Erika,Palolo,-157.78934,21.3031,South Shore,Entire home/apt,299,1347,5390,5,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",United States,Oahu,99,10,10
12797051,Private entire second floor,69706719,Velma,Island of Hawaiʻi,-155.88241,19.31372,Island of Hawaiʻi,Private room,75,1347,5390,1,"['TV', 'Cable TV', 'Free parking on premises', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",United States,The Big Island,95,9,10
1321072,Lovely Room In Cool and Vibrant Mile End Area!,6947726,Tessa & Trev,Mile End,-73.59698,45.52865,Le Plateau-Mont-Royal,Private room,55,350,850,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",Canada,Montreal,97,10,10
13252758,Vacances de reve à Espinho (Porto),69799996,Marie,,-8.64343,40.99568,,Entire home/apt,45,300,5390,3,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",Portugal,Porto,92,10,9
12667749,Super Central Cozy private room,68827851,Şerife,Beşiktaş,29.01941,41.06255,Beşiktaş,Private room,148,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Hot water']",Turkey,Istanbul,93,9,9
13115342,Cozy room very well located - Arc del Trioumf,27160648,Kel,Glòries - El Parc,2.18338,41.39087,Eixample,Private room,50,1347,5390,1,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",Spain,Barcelona,90,10,10
12812425,Country Oasis Retreat,39389132,North Shore Country Living,North Shore,-158.11176,21.57105,North Shore,Entire home/apt,65,1347,5390,1,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Other pet(s)', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', '24-hour check-in', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Long term stays allowed', 'Other']",United States,Oahu,94,9,10
12814401,"Clean, comfortable and convenient",26586136,Dominique,Causeway Bay,114.18976,22.27983,Wan Chai District,Entire home/apt,1099,1347,5390,3,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Host greets you']",Hong Kong,Hong Kong,100,10,10
12874776,Stunning Oceanfront. Amazing Views. 2 Bed 2 Baths,70428754,Rajeev,Napili/Honokowai,-156.67924,20.971,Westside,Entire home/apt,299,1347,5390,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Waterfront', 'Beachfront']",United States,Maui,100,10,10
12895982,The Safe Room For You Cirrus Tomtom,70622483,Ahmet,,28.97776,41.03165,Beyoglu,Entire home/apt,100,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Family/kid friendly', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",Turkey,Istanbul,93,9,9
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Long Island City,-73.9474,40.74771,Long Island City,Private room,130,840,3300,3,"['Internet', 'Wifi', 'Air conditioning', 'Pets live on this property', 'Dog(s)', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Host greets you']",United States,New York,98,10,10
13068933,Ático exclusivo Barcelona,23226762,Erika,El Gòtic,2.21275,41.41111,Sant Martí,Entire home/apt,805,1347,5390,32,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",Spain,Barcelona,93,9,9
13201601,"Direct Beach/Ocean front, 20 Steps to the Water!",51278102,Angelica,Napili/Honokowai,-156.6868,20.95465,Napili/Honokowai,Entire home/apt,300,1347,5390,5,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Waterfront', 'Beachfront']",United States,Maui,97,10,10
13203747,Grande maison avec jardin sur le Plateau,382154,Karine,Le Plateau,-73.56972,45.52296,Le Plateau-Mont-Royal,Entire home/apt,208,1347,5390,5,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Laptop friendly workspace']",Canada,Montreal,100,10,10
13261391,Habitación doble al lado de La Pedrera,44847267,Manuel,Dreta de l'Eixample,2.16316,41.39533,Dreta de l'Eixample,Private room,18,1347,5390,4,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",Spain,Barcelona,100,10,10
13153996,Porto Beach Apartment T2 com garagem,73408524,Guedes,,-8.68085,41.15722,,Entire home/apt,129,1347,5390,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Host greets you', 'Beachfront']",Portugal,Porto,97,10,10
12742947,"Large, Airy Walk-Up With Rooftop Near the Park",13713604,Adam,North Point,114.1918,22.282,Causeway Bay,Entire home/apt,2802,1347,5390,5,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",Hong Kong,Hong Kong,93,9,9
12872819,"Sunny condo, downtown/Village",65257158,Yves,Downtown Montreal,-73.56223,45.52406,Downtown Montreal,Entire home/apt,150,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",Canada,Montreal,100,10,10
12924287,New and cozy flat @lemebeach,2496682,André,Leme,-43.16826706,-22.96280897,Leme,Entire home/apt,351,1347,5390,5,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",Brazil,Rio De Janeiro,93,9,9
12955940,"large, affordable, clean,convenient",71211231,Ehsan,Tremont,-73.89872,40.85396,Tremont,Private room,34,1347,5390,1,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",United States,New York,90,10,10
13164714,Stylish Flat in Center of Fashion,43758594,Tugba,Beşiktaş,28.99883,41.04854,Beşiktaş,Entire home/apt,369,1347,5390,4,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron']",Turkey,Istanbul,95,10,10
13218264,Charmoso loft em Santa Teresa,20155350,Maria,,-43.18966143,-22.92201106,Santa Teresa,Entire home/apt,1529,1347,5390,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",Brazil,Rio De Janeiro,93,9,9
13248377,Chez Nous,74484936,Suzani,,-43.22997795,-22.92859728,Tijuca,Private room,78,1347,5390,5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Washer', 'Lock on bedroom door', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",Brazil,Rio De Janeiro,93,9,9
1268297,Apart Marcelo - Studio Catete,6903777,Marcelo,Catete,-43.17742608,-22.92757725,Catete,Entire home/apt,142,1347,5390,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Family/kid friendly', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Window guards', 'Room-darkening shades', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",Brazil,Rio De Janeiro,93,9,9
12800628,B5.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,Jordan,114.17296,22.30547,Yau Tsim Mong,Private room,597,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",Hong Kong,Hong Kong,81,8,10
12814643,"Comfy Studio with private entrance,  awesome views",15956073,Carol Ann,Island of Hawaiʻi,-155.77167,19.13933,Island of Hawaiʻi,Entire home/apt,58,1347,5390,1,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Well-lit path to entrance', 'Host greets you']",United States,The Big Island,98,10,9
12815927,"Aloha, Kihei Bay Surf, New Pool and BBQ",16130307,John,Kihei/Wailea,-156.4587,20.76445,Kihei/Wailea,Entire home/apt,277,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",United States,Maui,93,9,10
13193079,Sydney Centre City View Studio Apartment,70570922,Inna,Haymarket,151.21367,-33.87702,Darlinghurst,Entire home/apt,209,1347,5390,2,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",Australia,Sydney,60,7,8
